Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
8409 Trumbull Ave SE,2 Beds,1 Bath,"3,300 sqft",Year Built: 1972,5 Parking Spaces,"$399,900",Albuquerque
301 Mariposa Rd,,,,,No Info,"$10,000",Albuquerque
4904 Cresta Del Sur Ct NE,,,,,No Info,"$325,000",Albuquerque
13246 Candelaria Rd NE,3 Beds,2 Baths,"1,243 sqft",Year Built: 1973,1 Carport Spaces,"$230,000",Albuquerque
6601 Country Hills Ct NW,4 Beds,2 Baths,"1,763 sqft",Year Built: 2004,2 Car Garage,"$342,000",Albuquerque
5991 Calle De Abrevadero NW,3 Beds,4 Baths,"2,774 sqft (on 0.30 acres)",Year Built: 2023,3 Car Garage,"$899,900",Albuquerque
Rosa Parks Rd   NW #1,,,,,No Info,"$40,000",Albuquerque
9001 Manresa Dr,3 Beds,3 Baths,"2,212 sqft",,3 Car Garage,"$623,040",Albuquerque
118 Dallas St SE,8 Beds,4 Baths,"3,200 sqft",Year Built: 1978,6 Parking Spaces,"$399,900",Albuquerque
591 Turmalina Dr,3 Beds,2 Baths,"1,420 sqft",Year Built: 2023,2 Car Garage,"$356,890",Albuquerque
2309-2313 25th St   SW,,,,,No Info,"$17,500",Albuquerque
2817 Arce Ln SE,5 Beds,3 Baths,"3,132 sqft",Year Built: 2014,3 Car Garage,"$630,000",Albuquerque
4915 Palo Alto Ave SE,3 Beds,2 Baths,"1,607 sqft",Year Built: 1950,1 Car Garage,"$359,000",Albuquerque
13715 Apache Plume Pl NE,6 Beds,5 Baths,"5,529 sqft (on 1 acre)",Year Built: 2002,3 Car Garage,"$1,695,000",Albuquerque
Coors Blvd NW,,,,,No Info,"$89,000",Albuquerque
1721 Coors Rd   SW,,,,,No Info,"$369,000",Albuquerque
6403 Coors Blvd SW,,,,,No Info,"$699,000",Albuquerque
1708 Vista De Colinas Dr SE,4 Beds,3 Baths,"3,302 sqft (on 0.29 acres)",Year Built: 2013,3 Car Garage,"$569,900",Albuquerque
7720 Stallion Ct   SE,5 Beds,4 Baths,"3,002 sqft",,2 Car Garage,"$745,794",Albuquerque
Guapo Block 63 #106,,,,,No Info,"$3,000",Albuquerque
8428 Rio Verde Pl NW,4 Beds,3 Baths,"2,100 sqft",Year Built: 1995,2 Car Garage,"$417,900",Albuquerque
Plan 3004 - The Sawyer in Aspire by D.R. Horton - Albuquerque,4 Beds,2 Baths,"1,602 sqft",Year Built: 2023,No Info,"$326,990+",Albuquerque
Plan 3019 - The Skylar in Aspire by D.R. Horton - Albuquerque,4 Beds,3 Baths,"1,936 sqft",Year Built: 2023,No Info,"$371,990+",Albuquerque
625 7th St   NE,,,,,No Info,"$40,000",Albuquerque
2221 Garden Rd   NE,,,,,No Info,"$90,000",Albuquerque
7841 Vista Del Arroyo Ave NE,5 Beds,3 Baths,"3,529 sqft",Year Built: 1969,2 Car Garage,"$590,000",Albuquerque
39 Tierra Monte Dr NE,4 Beds,4 Baths,"4,516 sqft (on 1.24 acres)",Year Built: 1984,2 Car Garage,"$1,100,000",Albuquerque
Herrera Rd   SE,,,,,No Info,"$1,188,000",Albuquerque
2309 Gold Butte Trl NW,2 Beds,2 Baths,"1,925 sqft",Year Built: 2019,Garage,"$525,000",Albuquerque
Villa Real T12a U6 Vc Rd   NW,,,,,No Info,"$174,600",Albuquerque
2243 Pajarito Rd SW,,,,,No Info,"$240,000",Albuquerque
7112 Pan American East Fwy  NE #155,3 Beds,2 Baths,924 sqft,Year Built: 1975,2 Carport Spaces,"$39,900",Albuquerque
1423 6th St NW,,,,,No Info,"$115,000",Albuquerque
246 Valle Encantado Dr NW,4 Beds,4 Baths,"2,913 sqft (on 0.27 acres)",,3 Car Garage,"$975,000",Albuquerque
1805 Pebble Creek Trl NW,2 Beds,2 Baths,"1,671 sqft",Year Built: 2020,2 Car Garage,"$463,500",Albuquerque
307 Fleet Rd   NE,3 Beds,3 Baths,"2,119 sqft",Year Built: 2023,Garage,"$473,915",Albuquerque
324 Texas St SE,1 Bed,1 Bath,,Year Built: 1958,12 Parking Spaces,"$1,000,000",Albuquerque
3847 Montgomery Blvd NE #902,2 Beds,1 Bath,965 sqft,Year Built: 1972,No Info,"$140,000",Albuquerque
5707 Cletsoway Dr   SW,4 Beds,4 Baths,"2,545 sqft (on 0.50 acres)",Year Built: 2023,Garage,"$575,000",Albuquerque
1500 Rita Dr NE,4 Beds,3 Baths,"2,210 sqft",Year Built: 1977,Garage,"$549,900",Albuquerque
2832 Sicomoro Ln SE,4 Beds,3 Baths,"2,972 sqft",Year Built: 2007,3 Car Garage,"$560,000",Albuquerque
7739 Cedar Canyon Rd NE,3 Beds,2 Baths,"2,335 sqft",Year Built: 1992,2 Car Garage,"$559,000",Albuquerque
6424 Canavio Pl   NW,,,,,No Info,"$137,000",Albuquerque
1101 Western Meadows Rd NW,5 Beds,3 Baths,"3,704 sqft (on 0.62 acres)",Year Built: 1963,No Info,"$699,500",Albuquerque
1641 Cliffside Dr NW,3 Beds,3 Baths,"2,018 sqft",Year Built: 1995,Garage,"$360,000",Albuquerque
300 Rhode Island St SE,3 Beds,2 Baths,,Year Built: 1956,No Info,"$956,188",Albuquerque
3329 La Veta Dr NE,2 Beds,2 Baths,958 sqft,Year Built: 1953,No Info,"$247,000",Albuquerque
Address Not Disclosed,,,,,No Info,"$796,000",Albuquerque
1605 Corte Del Sol NW,3 Beds,3 Baths,"1,884 sqft",Year Built: 2005,2 Car Garage,"$354,999",Albuquerque
3924 Anderson Ave SE,3 Beds,2 Baths,"1,513 sqft",Year Built: 1950,No Info,"$370,000",Albuquerque
217 Silent Spring Dr   NE,4 Beds,3 Baths,"2,374 sqft",Year Built: 2023,Garage,"$522,200",Albuquerque
10749 Aspiration Ln,3 Beds,2 Baths,"1,420 sqft",,2 Car Garage,"$322,000",Albuquerque
L-20&21 Tulip Rd   SE,,,,,No Info,"$37,400",Albuquerque
726 Tramway Vista Dr NE #12,3 Beds,2 Baths,"2,560 sqft (on 0.29 acres)",Year Built: 1979,1 Car Garage,"$580,000",Albuquerque
7250 Whippoorwill Ln NE,4 Beds,5 Baths,"3,633 sqft",Year Built: 1994,3 Car Garage,"$459,900",Albuquerque
9123 Falls Creek Trl NW,3 Beds,2 Baths,"1,878 sqft",,2 Car Garage,"$498,000",Albuquerque
2608 Garner Rd SW,4 Beds,3 Baths,"3,480 sqft (on 1.46 acres)",Year Built: 1987,3 Car Garage,"$699,900",Albuquerque
319 San Pablo St NE,,,,,No Info,"$165,000",Albuquerque
11500 Zinfandel Ave NE,5 Beds,5 Baths,"5,188 sqft (on 0.44 acres)",Year Built: 1993,3 Car Garage,"$1,650,000",Albuquerque
814 Artie Rd NW,5 Beds,3 Baths,"4,393 sqft (on 0.33 acres)",,2 Car Garage,"$694,933",Albuquerque
2316 Arroyo Falls St NW,4 Beds,3 Baths,"2,761 sqft",Year Built: 2006,3 Car Garage,"$529,900",Albuquerque
9208 Sugar Creek Ln NW,2 Beds,2 Baths,"1,587 sqft",Year Built: 2019,2 Car Garage,"$450,000",Albuquerque
6619 Rim Rock Cir  NW,3 Beds,2 Baths,"2,313 sqft (on 0.31 acres)",Year Built: 2014,2 Car Garage,"$665,000",Albuquerque
7617 Guadalupe Trl NW,4 Beds,3 Baths,"3,614 sqft (on 0.51 acres)",Year Built: 1961,Garage,"$875,000",Albuquerque
11308 Glendale Ave NE,4 Beds,5 Baths,"4,667 sqft (on 0.94 acres)",Year Built: 1986,Garage,"$1,100,000",Albuquerque
24 Tierra Monte Ct NE,3 Beds,3 Baths,"3,731 sqft (on 1.32 acres)",Year Built: 1982,3 Car Garage,"$1,100,000",Albuquerque
17th Ave  NW,,,,,No Info,"$6,500",Albuquerque
5601 Wayne Rd NW,3 Beds,2 Baths,"1,750 sqft (on 0.36 acres)",Year Built: 1973,2 Car Garage,"$435,000",Albuquerque
2557 Chessman Dr NE,3 Beds,2 Baths,"2,133 sqft (on 0.56 acres)",Year Built: 2007,2 Car Garage,"$525,000",Albuquerque
3820 Beall Ct SW,3 Beds,1 Bath,"1,313 sqft (on 0.26 acres)",Year Built: 1965,2 Carport Spaces,"$265,000",Albuquerque
Pajarito Rd   SW,,,,,No Info,"$10,000",Albuquerque
Grant Rd,,,,,No Info,"$6,900",Albuquerque
4501 Atherton Way NW,5 Beds,5 Baths,"4,165 sqft",Year Built: 2006,3 Car Garage,"$829,000",Albuquerque
3863 Montgomery Blvd NE #1502,2 Beds,1 Bath,"1,008 sqft",Year Built: 1972,No Info,"$155,000",Albuquerque
538 Palo Alto Dr NE,4 Beds,3 Baths,"2,613 sqft",Year Built: 2015,2 Car Garage,"$499,950",Albuquerque
4024 Gondola Way,3 Beds,3 Baths,"2,392 sqft",,Garage,"$753,870",Albuquerque
9315 Sandia Sunset St NW,3 Beds,2 Baths,"1,527 sqft",Year Built: 2019,2 Car Garage,"$345,000",Albuquerque
57th U2 B35 L14 St,,,,,No Info,"$3,500",Albuquerque
141 Silent Spring Dr   NE,,,,,No Info,"$100,000",Albuquerque
681 Black Hawk Dr NE,,,,,No Info,"$375,000",Albuquerque
106 31st St   SW,,,,,No Info,"$79,900",Albuquerque
1505 Cliffside Ct NW,,,,,No Info,"$149,000",Albuquerque
630 Louisiana Blvd SE,,,,,No Info,"$150,000",Albuquerque
3500 Grand Ave NE,4 Beds,3 Baths,"2,316 sqft",Year Built: 1957,2 Car Garage,"$575,000",Albuquerque
Dakota Rd   SW,,,,,No Info,"$15,000",Albuquerque
2427 Galahad St,,,,,No Info,"$24,900",Albuquerque
8827 Thor Rd SW,3 Beds,2 Baths,"1,191 sqft",Year Built: 1999,2 Car Garage,"$174,900",Albuquerque
Rio Rancho Dr   NE #8,,,,,No Info,"$20,000",Albuquerque
1717 Edith Blvd NE,3 Beds,3 Baths,"1,782 sqft",Year Built: 1901,No Info,"$299,000",Albuquerque
12622 Colony Pl NE,3 Beds,2 Baths,"1,810 sqft",Year Built: 1999,2 Car Garage,"$520,000",Albuquerque
500 Aliyah Ln NW,5 Beds,6 Baths,"3,816 sqft",Year Built: 2006,3 Car Garage,"$794,900",Albuquerque
7610 2nd St NW,4 Beds,3 Baths,"3,758 sqft (on 0.48 acres)",Year Built: 1958,Garage,"$629,900",Albuquerque
6905 Rim Rock Cir  NW,4 Beds,4 Baths,"3,910 sqft (on 0.36 acres)",Year Built: 2018,4 Car Garage,"$1,495,000",Albuquerque
7009 2nd St NW #B,5 Beds,3 Baths,"2,870 sqft (on 0.25 acres)",Year Built: 1964,No Info,"$340,000",Albuquerque
7221 Corlena Ct   NW,,,,,No Info,"$129,900",Albuquerque
Pajarito Area,,,,,No Info,"$75,000",Albuquerque
614 Cutler Ave NW,3 Beds,3 Baths,,Year Built: 1930,No Info,"$380,000",Albuquerque
7521 Union St NE,4 Beds,2 Baths,"1,740 sqft (on 0.31 acres)",Year Built: 1975,2 Car Garage,"$419,000",Albuquerque
Parklane Plan in Los Diamantes by Pulte Homes,3 Beds,3 Baths,"2,455 sqft",Year Built: 2023,No Info,"$495,990+",Albuquerque
Preston Plan in Los Diamantes by Pulte Homes,4 Beds,3 Baths,"2,862 sqft",Year Built: 2023,No Info,"$525,990+",Albuquerque
Willowbrook Plan in Los Diamantes by Pulte Homes,5 Beds,4 Baths,"3,745 sqft",Year Built: 2023,No Info,"$575,990+",Albuquerque
Starwood Plan in Los Diamantes by Pulte Homes,4 Beds,4 Baths,"3,491 sqft",Year Built: 2023,No Info,"$565,990+",Albuquerque
7923 Tarragona Rd,4 Beds,3 Baths,"2,415 sqft",Year Built: 2023,2 Car Garage,"$619,640",Albuquerque
10432 Calle Leon NW,5 Beds,4 Baths,"3,157 sqft",Year Built: 2004,3 Car Garage,"$465,000",Albuquerque
Maxine St NE,,,,,No Info,"$69,000",Albuquerque
1615 Robert Dale Dr NE,4 Beds,3 Baths,"2,402 sqft",Year Built: 1974,4 Car Garage,"$439,000",Albuquerque
7427 Sandmark Rd   NW,4 Beds,2 Baths,"1,752 sqft",Year Built: 2022,Garage,"$395,960",Albuquerque
2701 San Pancho Rd SW,3 Beds,3 Baths,"2,923 sqft (on 1.23 acres)",Year Built: 1999,2 Car Garage,"$795,000",Albuquerque
412 Albor Cir  NE,4 Beds,3 Baths,"2,377 sqft (on 1.25 acres)",Year Built: 2023,3 Car Garage,"$625,000",Albuquerque
625 Executive Hills Ln SE,3 Beds,3 Baths,"2,219 sqft (on 0.33 acres)",Year Built: 1996,2 Car Garage,"$649,000",Albuquerque
Palomas Rd NE,,,,,No Info,"$320,000",Albuquerque
644 Louisiana Blvd SE,7 Beds,4 Baths,"3,411 sqft (on 0.31 acres)",,No Info,"$630,784",Albuquerque
4543 Magic Sky Ct NW,,,,,No Info,"$129,900",Albuquerque
55 Rock Point Pl NE,4 Beds,4 Baths,"4,765 sqft (on 1.01 acres)",Year Built: 1987,3 Car Garage,"$1,100,000",Albuquerque
9805 Tanoan Dr NE,4 Beds,3 Baths,"3,300 sqft (on 0.29 acres)",Year Built: 1983,3 Car Garage,"$979,000",Albuquerque
143 Big Horn Ridge Ct NE,4 Beds,4 Baths,"4,800 sqft (on 1.27 acres)",Year Built: 1991,3 Car Garage,"$1,490,000",Albuquerque
10627 Buck Island Rd SW,3 Beds,3 Baths,"1,804 sqft",Year Built: 2008,2 Car Garage,"$292,500",Albuquerque
800 Chelwood Park Blvd NE,8 Beds,5 Baths,"3,443 sqft",Year Built: 1981,No Info,"$615,000",Albuquerque
8900 Modesto Ave NE,,,,,No Info,"$260,000",Albuquerque
4907 Guadalupe Trl NW,4 Beds,4 Baths,"5,393 sqft (on 1.25 acres)",Year Built: 1989,3 Car Garage,"$1,500,000",Albuquerque
Oakland Ave  NE,,,,,No Info,"$598,000",Albuquerque
93 Rowen Rd   SW #1,,,,,No Info,"$425,000",Albuquerque
Lot 2 Package #8,,,,,No Info,"$24,000",Albuquerque
11700 Arroyo De Vis NE,4 Beds,3 Baths,"1,865 sqft",Year Built: 1984,2 Car Garage,"$424,000",Albuquerque
5713 La Corrida Rd NE,4 Beds,3 Baths,"1,513 sqft",Year Built: 1954,No Info,"$190,000",Albuquerque
830 Apache Ave NW,2 Beds,2 Baths,"1,053 sqft",Year Built: 1952,1 Carport Spaces,"$210,000",Albuquerque
40A Fleet Rd   NE,,,,,No Info,"$60,000",Albuquerque
39 Fleet Rd   NE,,,,,No Info,"$60,000",Albuquerque
38 Fleet Rd   NE,,,,,No Info,"$55,000",Albuquerque
37 Fleet Rd   NE,,,,,No Info,"$55,000",Albuquerque
420-500 NE Rainbow Blvd SE,,,,,No Info,"$35,000",Albuquerque
500 Rainbow Blvd NE,,,,,No Info,"$18,000",Albuquerque
420 Rainbow Blvd NE,,,,,No Info,"$18,000",Albuquerque
36 Fleet Rd   NE,,,,,No Info,"$55,000",Albuquerque
10748 Caresso Loop,3 Beds,2 Baths,"1,519 sqft",,2 Car Garage,"$332,830",Albuquerque
Robin Rd   SE,,,,,No Info,"$15,000",Albuquerque
L14 3rd Ave  NW,,,,,No Info,"$30,000",Albuquerque
2001 Edith Blvd SE,4 Beds,2 Baths,,Year Built: 1928,No Info,"$240,000",Albuquerque
Lot 4 Volcano Rd,,,,,No Info,"$35,000",Albuquerque
211 San Clemente Ave NW,4 Beds,2 Baths,"1,549 sqft",Year Built: 2022,1 Car Garage,"$363,000",Albuquerque
36th U6 B5 L1 St,,,,,No Info,"$1,900",Albuquerque
Mesquite Pl   NW,,,,,No Info,"$5,000",Albuquerque
1922 High St SE,3 Beds,2 Baths,"1,970 sqft",Year Built: 1936,Garage,"$395,000",Albuquerque
4100 11th St NW,4 Beds,3 Baths,"2,876 sqft",Year Built: 1981,2 Car Garage,"$400,000",Albuquerque
Lori Rd   NW,,,,,No Info,"$27,500",Albuquerque
2617 Mountain Rd NW,4 Beds,3 Baths,"2,695 sqft (on 0.27 acres)",Year Built: 2023,2 Car Garage,"$699,900",Albuquerque
1st U2 B2 L27 Ave,,,,,No Info,"$3,500",Albuquerque
20th U3 B68 L1 Ave,,,,,No Info,"$5,500",Albuquerque
1633 Cliffside Dr NW,,,,,No Info,"$73,999",Albuquerque
3833 Montgomery Blvd NE #524,3 Beds,2 Baths,"1,171 sqft",Year Built: 1972,No Info,"$175,000",Albuquerque
908 Alcazar St NE,Studio,,"3,100 sqft",Year Built: 1977,No Info,"$765,000",Albuquerque
908 Alcazar St   NE #A-D,2 Beds,1 Bath,"3,100 sqft",Year Built: 1977,6 Parking Spaces,"$765,000",Albuquerque
6225 Coors Blvd SW,,,,,No Info,"$950,000",Albuquerque
6805 Tamarisk Pl   NW,3 Beds,2 Baths,"2,501 sqft (on 0.30 acres)",Year Built: 2023,4 Car Garage,"$690,000",Albuquerque
4705 Marquette Ave NE,3 Beds,2 Baths,"8,160 sqft (on 0.30 acres)",Year Built: 1962,Garage,"$2,200,000",Albuquerque
101 Monte Vista Dr NE,5 Beds,4 Baths,"4,174 sqft (on 0.25 acres)",Year Built: 2008,3 Car Garage,"$599,000",Albuquerque
315 Charleston St SE,4 Beds,2 Baths,"1,798 sqft",Year Built: 1956,4 Carport Spaces,"$265,000",Albuquerque
11905 El Solindo Ave NE,3 Beds,2 Baths,"2,440 sqft (on 0.29 acres)",,2 Car Garage,"$540,000",Albuquerque
1105 Marquette Pl NE,3 Beds,3 Baths,"2,844 sqft",Year Built: 2005,Garage,"$1,095,000",Albuquerque
4860 Petra Pointe Cir NW,4 Beds,3 Baths,"2,246 sqft",Year Built: 2005,Garage,"$437,000",Albuquerque
4615 Pershing Ave SE,3 Beds,2 Baths,"1,591 sqft",Year Built: 1949,No Info,"$364,500",Albuquerque
6531 Papagayo Rd NW,4 Beds,4 Baths,"3,480 sqft (on 0.32 acres)",Year Built: 2020,3 Car Garage,"$999,000",Albuquerque
5305 Apollo Dr NW,3 Beds,2 Baths,"1,548 sqft",Year Built: 1996,2 Car Garage,"$229,000",Albuquerque
1521 Eagle Ridge Rd NE,4 Beds,6 Baths,"5,684 sqft (on 0.78 acres)",Year Built: 1988,3 Car Garage,"$975,000",Albuquerque
425 Tennessee St SE,3 Beds,2 Baths,"1,440 sqft",Year Built: 1998,3 Carport Spaces,"$274,970",Albuquerque
Plan 3012 - The Sydney in Los Diamantes by D.R. Horton - Albuquerque,3 Beds,2 Baths,"1,289 sqft",Year Built: 2023,No Info,"$330,990+",Albuquerque
1108 Bona Terra Pl NW,,,,,No Info,"$325,000",Albuquerque
7721 Majesty Ct,4 Beds,2 Baths,"1,726 sqft",,Garage,"$475,230",Albuquerque
7751 Majesty Ct,4 Beds,3 Baths,"1,915 sqft",,Garage,"$506,400",Albuquerque
Gateway Plan in Los Diamantes by Pulte Homes,2 Beds,2 Baths,"1,790 sqft",Year Built: 2023,No Info,"$431,990+",Albuquerque
Address Not Disclosed,,,,,No Info,"$998,000",Albuquerque
Manzanita Plan in Los Diamantes by Pulte Homes,3 Beds,2 Baths,"1,997 sqft",Year Built: 2023,No Info,"$449,990+",Albuquerque
Yucca Plan in Los Diamantes by Pulte Homes,4 Beds,3 Baths,"2,750 sqft",Year Built: 2023,No Info,"$517,990+",Albuquerque
Trento Plan in Los Diamantes by Pulte Homes,3 Beds,3 Baths,"2,597 sqft",Year Built: 2023,No Info,"$508,990+",Albuquerque
Brownstone Plan in Los Diamantes by Pulte Homes,2 Beds,2 Baths,"1,631 sqft",Year Built: 2023,No Info,"$415,990+",Albuquerque
1504 Buck Ct NW,3 Beds,2 Baths,"2,237 sqft (on 0.34 acres)",Year Built: 2023,3 Car Garage,"$579,900",Albuquerque
4305 Lauren Loop,3 Beds,3 Baths,"2,102 sqft",,Garage,"$444,900",Albuquerque
4392 Lauren Loop,3 Beds,2 Baths,"1,746 sqft",Year Built: 2023,No Info,"$415,000",Albuquerque
Southern Blvd SW,,,,,No Info,"$38,000",Albuquerque
2106 Foothill Rd SW,,,,,No Info,"$150,000",Albuquerque
Elena Dr   NE,,,,,No Info,"$750,000",Albuquerque
809 19th Ave,,,,,No Info,"$15,000",Albuquerque
Encino Rd   SW,,,,,No Info,"$40,000",Albuquerque
4725 San Pedro Dr   NE #17,3 Beds,2 Baths,"1,544 sqft",Year Built: 1975,2 Car Garage,"$323,000",Albuquerque
Camino Espanol Rd   NW,,,,,No Info,"$215,000",Albuquerque
Tabira T6 U8 Vc Rd,,,,,No Info,"$63,000",Albuquerque
Tempstad T10 U8 Vc Rd,,,,,No Info,"$85,500",Albuquerque
Rosa Parks T20 U8 Vc Rd,,,,,No Info,"$73,000",Albuquerque
326 Paint Brush Dr NE,3 Beds,3 Baths,"3,911 sqft (on 0.53 acres)",Year Built: 1973,Garage,"$824,000",Albuquerque
1202 Bridge Blvd SW,1 Bed,1 Bath,950 sqft,,No Info,"$190,000",Albuquerque
1051 Pinatubo Pl NW,5 Beds,4 Baths,"3,758 sqft",Year Built: 2005,3 Car Garage,"$525,000",Albuquerque
1990 12th Ave  SE,,,,,No Info,"$115,000",Albuquerque
Address Not Disclosed,2 Beds,1 Bath,"3,412 sqft",Year Built: 1921,No Info,"$494,900",Albuquerque
29th U1 Ba L21 Ave,,,,,No Info,"$2,300",Albuquerque
1320 Martin Luther King Ave NE,1 Bed,1 Bath,,Year Built: 1978,No Info,"$1,200,000",Albuquerque
12th St   NW #8,,,,,No Info,"$70,000",Albuquerque
38th St   NW,,,,,No Info,"$5,500",Albuquerque
508 8th St   NW,,,,,No Info,"$160,000",Albuquerque
6501 Magma Pl NW,,,,,No Info,"$155,000",Albuquerque
Homes Available Soon Plan in Estates at La Cuentista by Pulte Homes,Studio,,,Year Built: 2023,No Info,,Albuquerque
6709 Rim Rock Cir  NW,4 Beds,4 Baths,"2,486 sqft (on 0.31 acres)",Year Built: 2022,3 Car Garage,"$645,000",Albuquerque
20th St   NW,,,,,No Info,"$35,000",Albuquerque
1004 Madeira Dr SE,6 Beds,3 Baths,"2,600 sqft",Year Built: 1957,No Info,"$350,000",Albuquerque
113 5th St NE,,,,,No Info,"$12,500",Albuquerque
6344 Montano Rd   NW,,,,,No Info,"$115,000",Albuquerque
6340 Montano Rd   NW,,,,,No Info,"$115,000",Albuquerque
6348 Montano Rd   NW,,,,,No Info,"$115,000",Albuquerque
9000 Zuni Rd SE #F27,3 Beds,2 Baths,954 sqft,Year Built: 1987,No Info,"$75,000",Albuquerque
520 Sandia View Rd NW,,,,,No Info,"$1,399,000",Albuquerque
4321 Meade Ave  SW,,,,,No Info,"$399,900",Albuquerque
11813 Kachina Peak Trl  NW,4 Beds,4 Baths,"2,728 sqft",Year Built: 2023,2 Car Garage,"$575,000",Albuquerque
41 Cedar Hill Pl   NE,,,,,No Info,"$360,000",Albuquerque
5209 Foothills Trl NE,3 Beds,3 Baths,"3,043 sqft",Year Built: 2007,2 Car Garage,"$950,000",Albuquerque
1000 13th St SE,5 Beds,3 Baths,"2,630 sqft (on 0.50 acres)",Year Built: 2008,Garage,"$515,000",Albuquerque
305 Erbbe St NE,3 Beds,2 Baths,"1,050 sqft",Year Built: 1958,1 Car Garage,"$164,990",Albuquerque
4032 Gondola Way,3 Beds,3 Baths,"2,037 sqft",Year Built: 2023,Garage,"$731,905",Albuquerque
51st U2 B48 L6 St,,,,,No Info,"$5,500",Albuquerque
10544 Bitter Creek Dr NW,4 Beds,3 Baths,"2,923 sqft",Year Built: 2006,2 Car Garage,"$439,000",Albuquerque
1305 Bonito Cir SW,3 Beds,1 Bath,982 sqft,Year Built: 1954,1 Carport Spaces,"$200,000",Albuquerque
8608 Downburst Ave NW,3 Beds,3 Baths,"2,391 sqft",Year Built: 2019,3 Car Garage,"$515,000",Albuquerque
Northern Blvd NW,,,,,No Info,"$10,000",Albuquerque
11th Ave  SW,,,,,No Info,"$24,000",Albuquerque
Off Powers Way N159 Rd,,,,,No Info,"$25,000",Albuquerque
Off Powers Way N158 Rd,,,,,No Info,"$7,000",Albuquerque
Off Powers Way N157 Rd,,,,,No Info,"$7,000",Albuquerque
Off Powers Way N156 Rd,,,,,No Info,"$13,000",Albuquerque
Off Powers Way N155 Rd,,,,,No Info,"$13,000",Albuquerque
Off Powers Way N154 Rd,,,,,No Info,"$13,000",Albuquerque
Off Powers Way N152 153 Rd,,,,,No Info,"$26,000",Albuquerque
Off Powers Way N151 Rd,,,,,No Info,"$13,000",Albuquerque
Off Powers Way N150 Rd,,,,,No Info,"$13,000",Albuquerque
Off Powers Way N146 Rd,,,,,No Info,"$13,000",Albuquerque
Off Powers Way N144 145 147 9 Rd,,,,,No Info,"$78,000",Albuquerque
Off Powers Way N141 142 Rd,,,,,No Info,"$26,000",Albuquerque
Off Powers Way N140 Rd,,,,,No Info,"$13,000",Albuquerque
Off Powers Way N139 Rd,,,,,No Info,"$13,000",Albuquerque
Off Powers Way N137 Rd,,,,,No Info,"$13,000",Albuquerque
Off Powers Way N136 138 Rd,,,,,No Info,"$26,000",Albuquerque
Off Pajarito N143 Rd,,,,,No Info,"$7,000",Albuquerque
Vl Acal Pl,,,,,No Info,"$37,500",Albuquerque
5421 Evans Rd SW,3 Beds,4 Baths,"3,265 sqft (on 0.48 acres)",Year Built: 2001,Garage,"$650,000",Albuquerque
510 Mesilla St   SE #512,2 Beds,1 Bath,,Year Built: 1960,No Info,"$772,863",Albuquerque
Off Pajarito N120 Rd,,,,,No Info,"$13,000",Albuquerque
Off Pajarito N133 134 135 Rd,,,,,No Info,"$32,000",Albuquerque
Off Pajarito N132 Rd,,,,,No Info,"$7,000",Albuquerque
Off Pajarito N130 Rd,,,,,No Info,"$13,000",Albuquerque
Off Pajarito N129 Rd,,,,,No Info,"$13,000",Albuquerque
Unit 12 Block #75-lot 43,,,,,No Info,"$12,500",Albuquerque
Rio Rancho Estates B30 L32 #10,,,,,No Info,"$150,000",Albuquerque
330 La Vega Dr SW,10 Beds,5 Baths,"4,009 sqft (on 0.63 acres)",Year Built: 1945,No Info,"$688,099",Albuquerque
525 Tulip Rd   SE,,,,,No Info,"$18,700",Albuquerque
6405 Guadalupe Pl NW,4 Beds,3 Baths,"2,425 sqft (on 0.27 acres)",Year Built: 1985,2 Car Garage,"$625,000",Albuquerque
Address Not Disclosed,49 Beds,49 Baths,"20,314 sqft (on 1.13 acres)",Year Built: 1977,No Info,"$3,250,000",Albuquerque
6705 Rim Rock Cir  NW,4 Beds,3 Baths,"2,549 sqft (on 0.31 acres)",Year Built: 2022,3 Car Garage,"$645,000",Albuquerque
212 4th St   NE #25,,,,,No Info,"$15,000",Albuquerque
216 4th St   NE #26,,,,,No Info,"$15,000",Albuquerque
4th Lots 25&26 St,,,,,No Info,"$30,000",Albuquerque
6015 Guadalupe Trl NW,3 Beds,4 Baths,"2,707 sqft",Year Built: 2023,3 Car Garage,"$720,000",Albuquerque
1621 Blair Dr NE,4 Beds,4 Baths,"3,184 sqft",Year Built: 1989,2 Car Garage,"$667,500",Albuquerque
400 Wellesley Dr SE,6 Beds,4 Baths,"2,976 sqft",Year Built: 1954,Garage,"$630,000",Albuquerque
11815 Corona Ave  NE,,,,,No Info,"$239,900",Albuquerque
14508 Sierra Ct NE,,,,,No Info,"$175,000",Albuquerque
Espejo Rd   NW,,,,,No Info,"$9,900",Albuquerque
221 2nd St   SW,,,,,No Info,"$15,500",Albuquerque
813 Carlisle Blvd NE,3 Beds,3 Baths,"2,473 sqft",Year Built: 1942,No Info,"$365,000",Albuquerque
916 Turner Dr NE,3 Beds,2 Baths,"1,509 sqft",,2 Car Garage,"$350,000",Albuquerque
11804 Badger Mountain Trl  NW,3 Beds,2 Baths,"1,785 sqft",Year Built: 2021,2 Car Garage,"$465,000",Albuquerque
128 Rhode Island St   NE,,,,,No Info,"$65,000",Albuquerque
6601 Anaheim Ave NE,2 Beds,2 Baths,"1,487 sqft",Year Built: 1971,Garage,"$175,000",Albuquerque
